Player_A,Player_B,Team,Minutes_Together,Net_Rating
C. Osman,K. Johnson,SAS,518.038332,-5.761904761904762
K. Oubre Jr.,P. Reed,PHI,517.754998,-0.7142857142857143
M. Bridges,G. Williams,CHA,516.33,-7.357142857142857
J. Poeltl,O. Anunoby,TOR,516.101666,-10.0
D. Murray,O. Okongwu,ATL,514.873334,3.0625
N. Powell,I. Zubac,LAC,513.671667,8.642857142857142
T. Rozier,M. Bridges,CHA,512.063334,-6.85
K. Lowry,J. Butler,MIA,511.96833300000003,9.466666666666667
I. Stewart,J. Ivey,DET,510.921667,1.6666666666666667
K. Murray,K. Ellis,SAC,510.401667,1.8888888888888888
L. Nance Jr.,Z. Williamson,NOP,510.093334,1.8571428571428572
A. Drummond,C. White,CHI,509.800003,4.444444444444445
J. Collins,S. Fontecchio,UTA,509.281667,-6.9
I. Stewart,A. Thompson,DET,509.263334,-7.166666666666667
B. Lopez,B. Portis,MIL,504.435,4.411764705882353
J. Embiid,D. Melton,PHI,503.935001,26.571428571428573
K. Irving,T. Hardaway Jr.,DAL,503.799998,2.875
K. Olynyk,J. Clarkson,UTA,503.606665,-2.2142857142857144
J. Isaac,M. Wagner,ORL,503.565001,14.555555555555555
D. DeRozan,Z. LaVine,CHI,502.6,-17.0
J. Jackson Jr.,D. Bane,MEM,502.091664,-2.5789473684210527
K. Irving,J. Green,DAL,501.746665,6.0
A. Wiggins,K. Looney,GSW,500.531668,-3.9166666666666665
K. Towns,N. Reid,MIN,500.366668,4.4375
G. Harris,W. Carter Jr.,ORL,498.935001,4.625
J. Brown,S. Hauser,BOS,498.866669,4.428571428571429
L. Markkanen,W. Kessler,UTA,496.851666,0.1875
J. Valanciunas,Z. Williamson,NOP,496.651667,7.571428571428571
C. Anthony,P. Banchero,ORL,496.410001,-1.8636363636363635
C. Sexton,K. George,UTA,496.254998,-4.5
T. Lyles,D. Fox,SAC,494.166667,6.083333333333333
J. Randle,Q. Grimes,NYK,493.363334,-0.6
G. Harris,J. Suggs,ORL,493.248334,12.428571428571429
A. Drummond,A. Dosunmu,CHI,493.163334,-3.2222222222222223
M. Turner,B. Mathurin,IND,492.77999900000003,-5.571428571428571
B. Hield,T. Haliburton,IND,492.693334,10.333333333333334
J. Valanciunas,C. McCollum,NOP,490.335,2.75
G. Trent Jr.,I. Quickley,TOR,488.620002,-3.7
D. DeRozan,T. Craig,CHI,487.516667,-8.071428571428571
G. Bitadze,F. Wagner,ORL,486.64666600000004,4.0
J. Brunson,R. Barrett,NYK,486.015001,-1.0
J. Butler,T. Rozier,MIA,485.948332,5.181818181818182
S. Dinwiddie,C. Thomas,BKN,485.746667,-11.9
C. Paul,J. Kuminga,GSW,484.078332,3.3529411764705883
J. Smith Jr.,A. Thompson,HOU,484.000002,1.6363636363636365
O. Agbaji,K. George,UTA,483.46999999999997,-16.1
C. LeVert,E. Mobley,CLE,481.679999,2.7857142857142856
J. Brunson,Q. Grimes,NYK,480.696668,3.7777777777777777
D. Mitchell,D. Wade,CLE,479.03166600000003,15.6
I. Joe,J. Williams,OKC,478.916666,8.117647058823529
V. Micic,B. Miller,CHA,477.033333,-9.0
M. Branham,J. Sochan,SAS,476.711667,-13.142857142857142
K. Dunn,C. Sexton,UTA,473.755,9.0
B. Lopez,P. Connaughton,MIL,472.576665,8.0
J. Randle,R. Barrett,NYK,471.565001,-1.8571428571428572
L. Nance Jr.,T. Murphy III,NOP,471.21999999999997,5.5625
M. Fultz,P. Banchero,ORL,468.90333200000003,-2.4
N. Alexander-Walker,J. McDaniels,MIN,468.178333,3.066666666666667
J. Murray,P. Watson,DEN,468.046666,2.0
H. Barnes,K. Ellis,SAC,466.801665,5.375
L. James,C. Reddish,LAL,466.094999,2.9
D. Mitchell,K. Murray,SAC,465.798332,5.6923076923076925
M. Bridges,C. Martin,CHA,465.768333,-8.38888888888889
D. Schroder,M. Bridges,BKN,465.753333,-5.888888888888889
J. Poole,B. Coulibaly,WAS,464.666666,-16.166666666666668
D. Avdija,B. Coulibaly,WAS,462.966666,-8.714285714285714
J. Hart,Q. Grimes,NYK,462.956667,4.266666666666667
K. Durant,D. Eubanks,PHX,461.245001,1.2222222222222223
T. McConnell,O. Toppin,IND,460.655,3.9473684210526314
J. Grant,M. Thybulle,POR,459.726666,-4.85
O. Anunoby,D. DiVincenzo,NYK,459.343334,19.0
S. Henderson,J. Walker,POR,459.315,-5.0
J. Butler,T. Herro,MIA,459.22166599999997,2.2857142857142856
J. Poeltl,G. Trent Jr.,TOR,458.673334,-2.875
D. Wade,I. Okoro,CLE,458.48,9.555555555555555
N. Jokic,P. Watson,DEN,457.986667,5.2
T. Hardaway Jr.,D. Jones Jr.,DAL,457.383332,-1.631578947368421
M. Bridges,T. Mann,CHA,456.19,-11.333333333333334
J. Duren,A. Thompson,DET,454.960001,-4.888888888888889
K. Thompson,T. Jackson-Davis,GSW,453.53499999999997,-1.9411764705882353
B. Hield,O. Toppin,IND,451.594999,5.214285714285714
J. Poole,C. Kispert,WAS,450.956666,-3.45
O. Toppin,B. Mathurin,IND,450.21166600000004,-4.142857142857143
A. Horford,P. Pritchard,BOS,449.663334,6.1875
K. Dunn,L. Markkanen,UTA,449.646666,6.222222222222222
G. Bitadze,A. Black,ORL,447.08666600000004,9.75
P. Washington,B. Miller,CHA,447.08,-3.823529411764706
C. Paul,B. Podziemski,GSW,446.014999,2.0
J. Grant,S. Sharpe,POR,445.815,-7.636363636363637
B. Brown,O. Toppin,IND,445.58333400000004,5.222222222222222
J. Holiday,P. Pritchard,BOS,444.813334,7.230769230769231
L. Dort,I. Joe,OKC,444.781667,10.375
T. Prince,R. Hachimura,LAL,443.873333,-0.8666666666666667
D. Brooks,A. Thompson,HOU,443.495,-2.75
D. Green,B. Podziemski,GSW,443.40333200000003,12.2
N. Batum,J. Embiid,PHI,443.314999,29.166666666666668
R. Westbrook,J. Harden,LAC,442.801666,3.0
C. McCollum,L. Nance Jr.,NOP,442.675001,2.6
M. Fultz,W. Carter Jr.,ORL,442.05,0.7142857142857143
I. Joe,C. Wallace,OKC,441.599999,4.764705882352941
J. Richardson,J. Jaquez Jr.,MIA,440.955001,4.142857142857143
L. Kornet,S. Hauser,BOS,440.816666,9.823529411764707
J. Ivey,A. Thompson,DET,439.356668,-5.2727272727272725
J. Valančiūnas,Z. Williamson,NOP,439.05833399999995,-8.0
T. Rozier,B. Miller,CHA,437.393335,-3.857142857142857
J. Richardson,B. Adebayo,MIA,434.478334,-1.5
A. Drummond,A. Caruso,CHI,434.403334,2.9285714285714284
P. George,A. Coffey,LAC,434.325,5.571428571428571
T. Jones,C. Kispert,WAS,434.168333,-8.571428571428571
N. Vucevic,T. Craig,CHI,433.175001,-5.916666666666667
C. Paul,A. Wiggins,GSW,433.02,-3.0
M. Brogdon,D. Ayton,POR,432.104999,-3.909090909090909
L. Kornet,P. Pritchard,BOS,430.858334,10.764705882352942
O. Anunoby,I. Hartenstein,NYK,430.815001,30.666666666666668
V. Micic,G. Williams,CHA,430.316667,-9.1
J. Murray,C. Braun,DEN,429.633333,3.75
G. Trent Jr.,R. Barrett,TOR,428.596668,0.6
J. Jackson Jr.,S. Aldama,MEM,428.441666,-3.3157894736842106
J. Valanciunas,T. Murphy III,NOP,427.960002,5.0
B. Bogdanovic,J. Ivey,DET,427.825,-5.25
J. Grant,S. Henderson,POR,427.623331,-9.352941176470589
J. Clarkson,O. Agbaji,UTA,426.958333,-14.125
D. Ayton,S. Sharpe,POR,426.078333,-7.3
J. Richardson,D. Robinson,MIA,425.045001,1.75
R. O'Neale,M. Bridges,BKN,422.723333,-4.705882352941177
K. Irving,D. Lively II,DAL,422.173334,7.0
J. Embiid,K. Oubre Jr.,PHI,422.016666,8.2
I. Hartenstein,I. Quickley,NYK,420.668333,11.5
J. Butler,J. Jaquez Jr.,MIA,420.611668,10.823529411764707
J. Green,F. VanVleet,HOU,420.58500100000003,2.3125
D. Schroder,N. Claxton,BKN,419.579999,-7.333333333333333
K. Lowry,B. Adebayo,MIA,419.15000000000003,4.4
P. Connaughton,M. Beasley,MIL,418.728333,10.7
D. Jones Jr.,D. Lively II,DAL,418.089999,6.153846153846154
B. Hield,A. Nesmith,IND,417.328333,4.375
K. Anderson,J. McDaniels,MIN,416.858333,0.42857142857142855
P. Washington,D. Gafford,DAL,416.32,6.454545454545454
D. Vassell,M. Branham,SAS,415.303334,-13.384615384615385
R. Westbrook,D. Theis,LAC,414.321666,2.8181818181818183
J. Butler,N. Jovic,MIA,413.403334,12.571428571428571
T. Haliburton,B. Mathurin,IND,413.351667,0.3333333333333333
T. Craig,C. White,CHI,413.266668,-3.3846153846153846
N. Batum,K. Oubre Jr.,PHI,413.044998,0.42857142857142855
R. Westbrook,A. Coffey,LAC,413.03333299999997,2.272727272727273
G. Harris,C. Anthony,ORL,413.031669,4.2
T. Hendricks,K. George,UTA,412.451666,-7.3125
K. Dunn,J. Collins,UTA,411.729999,2.4444444444444446
I. Okoro,E. Mobley,CLE,409.329999,-1.3333333333333333
T. Prince,C. Reddish,LAL,408.966666,-0.3333333333333333
G. Williams,D. Lively II,DAL,408.523334,6.384615384615385
T. Hardaway Jr.,D. Lively II,DAL,406.115001,3.4705882352941178
K. Leonard,A. Coffey,LAC,405.575,1.9285714285714286
P. Williams,A. Dosunmu,CHI,402.07,-1.1428571428571428
D. Ayton,J. Walker,POR,401.99,-10.333333333333334
G. Hayward,B. Miller,CHA,401.776666,-1.1818181818181819
M. Fultz,J. Suggs,ORL,399.734999,-2.7142857142857144
K. Porzingis,S. Hauser,BOS,399.161668,5.9375
D. Ayton,M. Thybulle,POR,398.961666,-4.4
I. Quickley,S. Barnes,TOR,398.811668,2.1
D. Ayton,K. Murray,POR,398.385001,-7.916666666666667
N. Batum,P. Reed,PHI,398.051666,3.0555555555555554
M. Porter Jr.,C. Braun,DEN,397.893333,6.714285714285714
J. Ingles,J. Isaac,ORL,396.605,19.333333333333332
J. Harden,D. Theis,LAC,396.261666,4.833333333333333
F. VanVleet,A. Thompson,HOU,395.61,8.2
T. Hardaway Jr.,G. Williams,DAL,395.326667,-2.6875
C. Martin,T. Herro,MIA,395.096667,2.5833333333333335
K. Olynyk,K. George,UTA,395.016665,-2.5555555555555554
J. Valanciunas,D. Daniels,NOP,394.301666,3.0
B. Bogdanovic,C. Cunningham,DET,393.518335,-5.333333333333333
P. Siakam,G. Trent Jr.,TOR,393.203334,-1.3333333333333333
K. Durant,R. O'Neale,PHX,392.088334,5.733333333333333
D. Fox,K. Ellis,SAC,392.054999,4.571428571428571
G. Niang,S. Merrill,CLE,391.915001,2.3333333333333335
D. Theis,A. Coffey,LAC,391.48333299999996,1.5454545454545454
T. Hardaway Jr.,J. Green,DAL,391.478331,-3.25
I. Hartenstein,M. McBride,NYK,391.21333500000003,8.0
K. Irving,D. Gafford,DAL,390.966667,3.3
J. Suggs,A. Black,ORL,390.33500000000004,21.75
C. Sexton,W. Kessler,UTA,389.241666,0.7333333333333333
O. Anunoby,J. Hart,NYK,388.636667,19.3
K. Caldwell-Pope,C. Braun,DEN,386.71,13.5
A. Wiggins,C. Holmgren,OKC,385.771666,2.8181818181818183
P. Achiuwa,M. McBride,NYK,382.23000099999996,-8.272727272727273
M. Monk,D. Mitchell,SAC,382.084999,2.0
J. Butler,H. Highsmith,MIA,381.44,10.5
D. Robinson,H. Highsmith,MIA,380.505001,4.133333333333334
C. Paul,T. Jackson-Davis,GSW,379.349999,-2.933333333333333
R. Westbrook,I. Zubac,LAC,379.150001,5.090909090909091
J. Giddey,C. Wallace,OKC,378.935,3.8
Z. Collins,M. Branham,SAS,378.668334,-13.5
B. Bogdanovic,J. Duren,DET,378.08500000000004,-5.0
F. VanVleet,J. Tate,HOU,376.64,1.7
R. Barrett,S. Barnes,TOR,376.236668,2.2222222222222223
C. Paul,S. Curry,GSW,376.138332,4.538461538461538
A. Drummond,J. Carter,CHI,375.786667,2.230769230769231
D. Schroder,G. Trent Jr.,TOR,375.258335,-3.3
L. Nance Jr.,H. Jones,NOP,375.068334,4.571428571428571
T. Lyles,D. Sabonis,SAC,374.303334,8.2
A. Wiggins,J. Williams,OKC,373.541667,3.2
D. DeRozan,J. Carter,CHI,373.27,2.230769230769231
E. Gordon,D. Eubanks,PHX,372.171668,1.8823529411764706
D. Booker,D. Eubanks,PHX,371.253333,0.5714285714285714
A. Wiggins,C. Wallace,OKC,371.248334,1.1
C. Martin,B. Miller,CHA,370.796666,-9.846153846153847
H. Highsmith,J. Jaquez Jr.,MIA,370.463335,5.055555555555555
C. Osman,T. Jones,SAS,370.445,-4.5
D. Schroder,D. Finney-Smith,BKN,370.25,-11.8
J. Green,J. Green,HOU,369.803334,2.75
K. Dunn,S. Fontecchio,UTA,369.506667,13.833333333333334
M. Kleber,L. Doncic,DAL,369.271667,7.857142857142857
T. Rozier,D. Robinson,MIA,368.699999,-4.142857142857143
L. Nance Jr.,B. Ingram,NOP,367.865,2.727272727272727
I. Joe,C. Holmgren,OKC,367.524999,9.384615384615385
S. Henderson,D. Reath,POR,365.863333,-8.285714285714286
H. Barnes,D. Mitchell,SAC,362.904998,-4.25
C. Martin,N. Richards,CHA,362.436667,-10.923076923076923
K. Olynyk,G. Dick,TOR,362.045,-16.5
M. Thybulle,S. Henderson,POR,361.221667,-1.2
K. Olynyk,O. Agbaji,TOR,360.72,-11.0
K. Durant,J. Okogie,PHX,360.063333,4.923076923076923
Z. Collins,T. Jones,SAS,359.383333,-4.3076923076923075
T. Jackson-Davis,B. Podziemski,GSW,359.266665,1.1875
T. Herro,J. Jaquez Jr.,MIA,358.475,0.1875
J. Brown,P. Pritchard,BOS,357.866667,3.7222222222222223
D. Exum,L. Doncic,DAL,357.791669,8.266666666666667
N. Marshall,T. Murphy III,NOP,357.466668,4.428571428571429
B. Hield,P. Reed,PHI,356.991667,-0.8461538461538461
G. Niang,D. Mitchell,CLE,356.6,1.3333333333333333
K. Hayes,I. Stewart,DET,356.438335,-6.6
D. Russell,C. Reddish,LAL,355.648332,2.0
G. Williams,T. Mann,CHA,355.47333299999997,-8.75
D. Murray,V. Krejci,ATL,354.481666,6.25
G. Hayward,M. Williams,CHA,354.40833299999997,-2.7
R. O'Neale,C. Thomas,BKN,352.543334,-8.307692307692308
S. Sharpe,T. Camara,POR,352.111667,-1.0
A. Davis,S. Dinwiddie,LAL,351.298333,7.916666666666667
C. Osman,M. Branham,SAS,350.828333,-7.357142857142857
B. Ingram,D. Daniels,NOP,350.511666,4.285714285714286
K. Love,J. Jaquez Jr.,MIA,350.301667,11.076923076923077
M. Robinson,Q. Grimes,NYK,350.061667,-7.666666666666667
N. Marshall,J. Alvarado,NOP,349.571668,7.153846153846154
J. Green,D. Lively II,DAL,349.191666,7.4
E. Gordon,B. Beal,PHX,349.161666,5.642857142857143
K. Love,J. Butler,MIA,349.09333399999997,11.461538461538462
K. Olynyk,O. Agbaji,UTA,348.496665,-5.0
J. Hart,M. Robinson,NYK,347.830001,7.75
N. Richards,T. Mann,CHA,347.66666699999996,-13.8
L. Doncic,D. Gafford,DAL,345.55,5.125
D. Schroder,C. Thomas,BKN,344.075,-5.166666666666667
S. Henderson,T. Camara,POR,343.279999,-8.214285714285714
B. Biyombo,D. Bane,MEM,342.994998,0.0
D. DiVincenzo,R. Barrett,NYK,342.521667,-4.333333333333333
G. Harris,M. Wagner,ORL,340.82833500000004,1.2857142857142858
K. Looney,B. Podziemski,GSW,339.561668,-2.75
M. Fultz,F. Wagner,ORL,337.606666,11.5
J. Crowder,B. Portis,MIL,335.930001,-5.545454545454546
J. Randle,I. Quickley,NYK,335.5,11.2
A. Simons,K. Murray,POR,335.031668,-1.1428571428571428
J. Brunson,I. Quickley,NYK,334.16333299999997,8.272727272727273
C. Johnson,C. Thomas,BKN,333.895,-19.2
K. Leonard,D. Theis,LAC,333.356666,1.3
A. Wiggins,T. Jackson-Davis,GSW,332.744999,-0.7857142857142857
R. O'Neale,D. Finney-Smith,BKN,331.200001,-7.769230769230769
B. Hield,B. Mathurin,IND,331.003333,0.14285714285714285
J. Tate,A. Sengun,HOU,330.433333,1.5714285714285714
M. Porter Jr.,P. Watson,DEN,330.124999,5.615384615384615
D. Jones Jr.,G. Williams,DAL,329.418333,-0.8
K. Olynyk,J. Collins,UTA,329.321665,-2.0833333333333335
S. Dinwiddie,A. Reaves,LAL,329.153333,5.9
J. Brunson,M. McBride,NYK,328.40166700000003,21.6
J. Tatum,L. Kornet,BOS,327.738333,7.333333333333333
J. Clarkson,C. Sexton,UTA,326.606665,-2.5833333333333335
D. DiVincenzo,J. Sims,NYK,326.315,1.7272727272727273
T. Murphy III,J. Alvarado,NOP,325.991667,8.615384615384615
T. McConnell,B. Sheppard,IND,325.875,7.769230769230769
A. Simons,S. Henderson,POR,324.921667,-4.846153846153846
C. Osman,V. Wembanyama,SAS,324.826666,-2.1666666666666665
M. Smart,D. Bane,MEM,324.46500000000003,-2.5833333333333335
D. Bertans,G. Williams,CHA,323.456667,-8.3
A. Caruso,P. Williams,CHI,323.124999,-2.3333333333333335
C. Osman,D. Vassell,SAS,322.543333,-5.875
J. Jackson Jr.,V. Williams Jr.,MEM,322.145,-2.0
B. Hield,B. Brown,IND,321.90833399999997,10.0
D. Gafford,B. Coulibaly,WAS,321.128334,-18.333333333333332
G. Hayward,T. Rozier,CHA,320.086667,-6.444444444444445
M. Bridges,P. Washington,CHA,320.021668,-5.666666666666667
T. Rozier,N. Richards,CHA,319.510001,-5.666666666666667
K. Olynyk,C. Sexton,UTA,318.781665,1.1666666666666667
P. George,D. Theis,LAC,317.398334,6.909090909090909
M. Monk,K. Huerter,SAC,315.855001,-1.5
Z. Williamson,N. Marshall,NOP,315.848335,5.928571428571429
G. Niang,E. Mobley,CLE,314.713333,3.7
T. Craig,A. Dosunmu,CHI,314.528334,-3.3
Z. Nnaji,P. Watson,DEN,314.44,-8.428571428571429
T. Rozier,P. Washington,CHA,314.245001,-4.357142857142857
M. Brogdon,T. Camara,POR,313.816666,0.4
W. Kessler,S. Fontecchio,UTA,312.668334,9.222222222222221
S. Aldama,V. Williams Jr.,MEM,312.335,-1.3333333333333333
K. Olynyk,G. Trent Jr.,TOR,311.731667,-10.75
L. James,J. Hayes,LAL,311.288334,0.38461538461538464
K. Irving,M. Kleber,DAL,310.751667,10.0
J. Ingles,P. Banchero,ORL,309.625,0.8571428571428571
S. Henderson,K. Murray,POR,308.716667,-9.636363636363637
R. O'Neale,G. Allen,PHX,308.296668,6.2727272727272725
C. Payne,B. Portis,MIL,308.068334,1.1538461538461537
B. Hield,T. Maxey,PHI,308.046668,-0.08333333333333333
G. Niang,M. Strus,CLE,307.90833299999997,2.3333333333333335
T. Jones,M. Branham,SAS,307.803335,-3.5
K. Murray,T. Camara,POR,306.065,-0.7272727272727273
D. Saric,B. Podziemski,GSW,305.648334,4.076923076923077
T. Lyles,K. Murray,SAC,305.050001,7.333333333333333
K. Lowry,T. Maxey,PHI,305.045,4.8
C. Reddish,A. Reaves,LAL,304.923332,0.3333333333333333
K. Hayes,J. Duren,DET,304.78166699999997,-6.111111111111111
R. Barrett,Q. Grimes,NYK,304.646667,3.75
N. Powell,T. Mann,LAC,303.836665,5.416666666666667
S. Fontecchio,K. George,UTA,303.263333,-5.5
K. Thompson,D. Saric,GSW,302.95,-0.5833333333333334
J. Randle,O. Anunoby,NYK,302.623334,32.4
M. Thybulle,J. Walker,POR,302.378335,1.8666666666666667
J. Collins,O. Agbaji,UTA,301.996666,-15.0
S. Curry,T. Jackson-Davis,GSW,301.461666,2.5384615384615383
C. Sexton,T. Hendricks,UTA,301.273334,-8.3
A. Simons,D. Reath,POR,301.258335,-6.583333333333333
I. Hartenstein,R. Barrett,NYK,300.265,2.1666666666666665
Z. Nnaji,C. Braun,DEN,299.931667,-10.0
N. Batum,D. Melton,PHI,299.698333,34.75
S. Dinwiddie,R. O'Neale,BKN,298.695,-2.5
D. Fox,C. Duarte,SAC,295.233334,5.142857142857143
J. Grant,J. Walker,POR,295.171666,-2.6153846153846154
K. Lowry,K. Oubre Jr.,PHI,294.983332,3.1
S. Gilgeous-Alexander,K. Williams,OKC,294.14,7.7272727272727275
C. Capela,V. Krejci,ATL,293.998333,8.428571428571429
J. Crowder,P. Connaughton,MIL,293.743334,-5.583333333333333
D. Sabonis,C. Duarte,SAC,292.863333,-2.857142857142857
A. Nesmith,J. Smith,IND,292.433333,2.0
C. LeVert,S. Merrill,CLE,292.130001,3.0
J. Clarkson,S. Fontecchio,UTA,292.098333,-3.25
A. Simons,M. Thybulle,POR,291.826668,2.769230769230769
D. Jones Jr.,J. Green,DAL,291.778331,1.5555555555555556
M. Wagner,P. Banchero,ORL,291.738334,-2.2857142857142856
K. Caldwell-Pope,P. Watson,DEN,291.301668,2.2222222222222223
K. Lowry,J. Jaquez Jr.,MIA,291.048334,1.6
D. Jones Jr.,D. Gafford,DAL,290.990001,11.285714285714286
Z. LaVine,A. Caruso,CHI,289.978333,0.75
B. Beal,D. Eubanks,PHX,289.075,1.7272727272727273
J. Poeltl,I. Quickley,TOR,289.063334,6.666666666666667
K. Johnson,B. Wesley,SAS,288.59166600000003,-7.222222222222222
D. Booker,R. O'Neale,PHX,288.16,4.7272727272727275
K. Olynyk,W. Kessler,UTA,288.021666,6.666666666666667
D. Russell,J. Hayes,LAL,287.870001,0.15384615384615385
C. Paul,M. Moody,GSW,287.616666,-2.909090909090909
H. Jones,D. Daniels,NOP,286.256666,3.5555555555555554
M. Moody,B. Podziemski,GSW,284.323332,3.0
D. Hunter,V. Krejci,ATL,284.115,12.0
J. Kuminga,T. Jackson-Davis,GSW,283.748333,-1.75
O. Agbaji,G. Dick,TOR,283.55,-15.0
J. Isaac,F. Wagner,ORL,283.453334,10.571428571428571
T. McConnell,B. Mathurin,IND,282.779998,-1.3333333333333333
K. Kuzma,M. Bagley III,WAS,282.501666,-5.181818181818182
K. Hayes,C. Cunningham,DET,281.838335,-7.875
J. Allen,S. Merrill,CLE,281.721667,1.8571428571428572
D. Jones Jr.,P. Washington,DAL,281.515001,19.5
A. Davis,M. Christie,LAL,281.47333299999997,7.181818181818182
E. Gordon,J. Okogie,PHX,281.008333,4.818181818181818
J. Nurkic,J. Okogie,PHX,279.511665,5.625
M. Robinson,R. Barrett,NYK,279.066667,10.0
I. Zubac,A. Coffey,LAC,278.805001,-3.0
J. Hart,J. Sims,NYK,278.009999,0.6
T. Prince,J. Hayes,LAL,277.438333,-2.642857142857143
J. Valanciunas,J. Hawkins,NOP,277.083332,-0.5384615384615384
A. Simons,J. Walker,POR,276.661667,-1.9166666666666667
D. DiVincenzo,I. Quickley,NYK,276.231667,2.5714285714285716
J. Holiday,L. Kornet,BOS,275.711666,3.3333333333333335
D. Murray,G. Mathews,ATL,275.40000100000003,-3.3636363636363638
G. Hayward,M. Bridges,CHA,275.07,-4.777777777777778
M. Brogdon,S. Sharpe,POR,275.06,1.5
M. Smart,J. Jackson Jr.,MEM,274.598333,-3.2222222222222223
K. Looney,J. Kuminga,GSW,274.54166699999996,2.6666666666666665
T. Camara,D. Reath,POR,274.28500099999997,-9.6
A. Drummond,P. Williams,CHI,273.845,-1.9090909090909092
D. White,P. Pritchard,BOS,273.396667,10.23076923076923
L. James,M. Christie,LAL,272.838332,-5.111111111111111
B. Biyombo,J. Jackson Jr.,MEM,272.661665,0.5
T. Rozier,C. Martin,MIA,272.503331,1.4545454545454546
B. Bogdanovic,J. Hart,NYK,271.14,-8.2
O. Toppin,B. Sheppard,IND,271.04,4.454545454545454
T. Rozier,N. Jovic,MIA,271.029999,2.3333333333333335
S. Dinwiddie,D. Russell,LAL,270.929999,7.181818181818182
K. Lowry,D. Robinson,MIA,269.873334,5.888888888888889
K. Irving,G. Williams,DAL,269.771667,1.1
V. Micic,T. Mann,CHA,269.293333,-15.75
B. Bogdanovic,M. McBride,NYK,269.118334,-8.7
T. Hardaway Jr.,D. Powell,DAL,268.214998,-1.6666666666666667
J. Green,D. Brooks,HOU,268.051668,0.7142857142857143
G. Williams,J. Green,DAL,267.979999,0.9
B. Bogdanovic,G. Mathews,ATL,267.815001,8.777777777777779
J. Tate,J. Smith Jr.,HOU,267.535001,0.42857142857142855
Z. Williamson,J. Alvarado,NOP,267.483333,6.363636363636363
I. Hartenstein,P. Achiuwa,NYK,266.966668,-5.75
K. Oubre Jr.,B. Hield,PHI,266.798333,-3.5454545454545454
J. Richardson,C. Martin,MIA,266.356667,-1.7
H. Highsmith,T. Herro,MIA,266.281666,6.7272727272727275
G. Allen,D. Eubanks,PHX,265.913334,-1.125
B. Brown,A. Nesmith,IND,265.808334,5.3
C. Wood,A. Reaves,LAL,265.736666,-0.46153846153846156
B. Beal,R. O'Neale,PHX,265.044999,1.2
M. Williams,B. Miller,CHA,264.051666,0.8571428571428571
G. Harris,J. Ingles,ORL,263.64833400000003,0.6666666666666666
M. Bridges,B. McGowens,CHA,263.293334,-8.818181818181818
C. Paul,D. Saric,GSW,263.058334,0.6666666666666666
A. Gordon,C. Braun,DEN,262.131667,9.5
G. Trent Jr.,G. Dick,TOR,261.426667,-14.25
L. Dort,C. Wallace,OKC,260.766667,2.125
K. Lowry,T. Herro,MIA,260.506666,2.5555555555555554
A. Wiggins,D. Saric,GSW,260.411667,-3.0
B. Hield,A. Nembhard,IND,259.971666,1.6666666666666667
K. Middleton,B. Portis,MIL,259.946668,3.9
C. Paul,K. Looney,GSW,259.073334,11.285714285714286
T. Herro,N. Jovic,MIA,258.71999999999997,9.666666666666666
B. Fernando,D. Hunter,ATL,258.501666,-2.6363636363636362
T. Jones,M. Bagley III,WAS,258.439999,-6.4
Z. Williamson,D. Daniels,NOP,258.178333,7.7
K. Hayes,A. Thompson,DET,258.16833399999996,-10.857142857142858
G. Antetokounmpo,C. Payne,MIL,258.078335,0.8
S. Dinwiddie,R. Hachimura,LAL,257.45,0.5
J. Harden,M. Plumlee,LAC,257.329999,18.0
R. Jackson,J. Holiday,DEN,256.948334,4.222222222222222
B. Bogdanovic,V. Krejci,ATL,254.54833299999999,7.333333333333333
R. O'Neale,D. Smith Jr.,BKN,253.691668,3.090909090909091
K. Lowry,T. Harris,PHI,253.318333,1.8888888888888888
O. Agbaji,W. Kessler,UTA,253.028334,-6.0
J. Poeltl,R. Barrett,TOR,252.825001,12.0
J. Holiday,N. Jokic,DEN,252.656666,11.857142857142858
T. McConnell,J. Smith,IND,252.11499899999998,7.8
G. Hayward,P. Washington,CHA,251.633333,-6.5
M. Monk,K. Ellis,SAC,251.255,1.0833333333333333
B. Brown,B. Mathurin,IND,250.553334,-7.6
M. Fultz,C. Anthony,ORL,250.196666,2.0
D. Bertans,M. Bridges,CHA,250.123334,-5.0
T. Prince,M. Christie,LAL,249.076667,1.7777777777777777
J. Brunson,J. Sims,NYK,249.001666,0.5
J. Ingles,F. Wagner,ORL,248.939999,6.625
I. Smith,M. Bridges,CHA,248.028334,-9.615384615384615
C. Duarte,K. Murray,SAC,247.638333,0.5
J. Konchar,S. Aldama,MEM,247.04833299999999,-0.2
A. Coffey,T. Mann,LAC,246.571667,-1.0
J. Nurkic,R. O'Neale,PHX,246.544999,6.0
T. Hardaway Jr.,M. Kleber,DAL,245.996667,-0.2727272727272727
P. Banchero,C. Houstan,ORL,245.943334,-3.888888888888889
K. Williams,I. Joe,OKC,245.506667,10.222222222222221
O. Anunoby,G. Trent Jr.,TOR,245.273333,-1.5
M. Thybulle,D. Reath,POR,244.801668,0.9
J. Jackson Jr.,J. Konchar,MEM,244.498333,-1.3
K. Oubre Jr.,M. Bamba,PHI,244.066666,-1.625
D. DiVincenzo,M. Robinson,NYK,243.981667,5.125
J. Holiday,P. Watson,DEN,243.933333,1.1111111111111112
