Lineup_Players,Team,Games,Minutes,Plus_Minus,Player_1,Player_2,Player_3,Player_4,Player_5
G. Harris - G. Bitadze - F. Wagner - J. Suggs - P. Banchero,ORL,10,44.311667,-1.0,G. Harris,G. Bitadze,F. Wagner,J. Suggs,P. Banchero
K. Towns - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,19,44.258333,38.0,K. Towns,N. Alexander-Walker,N. Reid,A. Edwards,J. McDaniels
K. Olynyk - J. Clarkson - L. Markkanen - J. Collins - K. George,UTA,8,44.236667,15.0,K. Olynyk,J. Clarkson,L. Markkanen,J. Collins,K. George
M. Conley - R. Gobert - K. Anderson - J. McLaughlin - N. Alexander-Walker,MIN,11,44.133333,-1.0,M. Conley,R. Gobert,K. Anderson,J. McLaughlin,N. Alexander-Walker
G. Antetokounmpo - C. Payne - B. Portis - P. Connaughton - M. Beauchamp,MIL,14,44.116667,6.0,G. Antetokounmpo,C. Payne,B. Portis,P. Connaughton,M. Beauchamp
B. Lopez - D. Lillard - G. Antetokounmpo - M. Beasley - A. Jackson Jr.,MIL,10,43.978333,-17.0,B. Lopez,D. Lillard,G. Antetokounmpo,M. Beasley,A. Jackson Jr.
T. Thompson - C. LeVert - G. Niang - S. Merrill - C. Porter Jr.,CLE,10,43.96,41.0,T. Thompson,C. LeVert,G. Niang,S. Merrill,C. Porter Jr.
D. McDermott - T. McConnell - O. Toppin - I. Jackson - B. Sheppard,IND,8,43.88,29.0,D. McDermott,T. McConnell,O. Toppin,I. Jackson,B. Sheppard
J. Harden - P. George - N. Powell - D. Theis - A. Coffey,LAC,15,43.8,23.0,J. Harden,P. George,N. Powell,D. Theis,A. Coffey
G. Harris - J. Isaac - F. Wagner - J. Suggs - P. Banchero,ORL,9,43.781667,4.0,G. Harris,J. Isaac,F. Wagner,J. Suggs,P. Banchero
D. Vassell - J. Champagnie - M. Branham - J. Sochan - V. Wembanyama,SAS,7,43.725,-12.0,D. Vassell,J. Champagnie,M. Branham,J. Sochan,V. Wembanyama
C. LeVert - G. Niang - D. Mitchell - J. Allen - M. Strus,CLE,17,43.665,22.0,C. LeVert,G. Niang,D. Mitchell,J. Allen,M. Strus
K. Irving - D. Jones Jr. - L. Doncic - J. Green - D. Lively II,DAL,8,43.568333,8.0,K. Irving,D. Jones Jr.,L. Doncic,J. Green,D. Lively II
T. Brown Jr. - C. Metu - J. Wiseman - J. Ivey - M. Sasser,DET,5,43.35,-18.0,T. Brown Jr.,C. Metu,J. Wiseman,J. Ivey,M. Sasser
J. Grant - A. Simons - D. Ayton - K. Murray - T. Camara,POR,3,43.333333,1.0,J. Grant,A. Simons,D. Ayton,K. Murray,T. Camara
N. Batum - T. Harris - B. Hield - T. Maxey - P. Reed,PHI,9,43.25,1.0,N. Batum,T. Harris,B. Hield,T. Maxey,P. Reed
R. Westbrook - J. Harden - M. Plumlee - N. Powell - A. Coffey,LAC,10,43.133333,14.0,R. Westbrook,J. Harden,M. Plumlee,N. Powell,A. Coffey
K. Love - J. Richardson - B. Adebayo - D. Robinson - J. Jaquez Jr.,MIA,6,43.013333,14.0,K. Love,J. Richardson,B. Adebayo,D. Robinson,J. Jaquez Jr.
D. Jordan - R. Jackson - J. Strawther - C. Braun - P. Watson,DEN,10,42.958333,-4.0,D. Jordan,R. Jackson,J. Strawther,C. Braun,P. Watson
K. Lowry - K. Love - J. Butler - J. Richardson - J. Jaquez Jr.,MIA,10,42.94,15.0,K. Lowry,K. Love,J. Butler,J. Richardson,J. Jaquez Jr.
C. Paul - K. Thompson - D. Saric - J. Kuminga - B. Podziemski,GSW,9,42.9,33.0,C. Paul,K. Thompson,D. Saric,J. Kuminga,B. Podziemski
J. Richardson - C. Martin - D. Robinson - O. Robinson - J. Jaquez Jr.,MIA,6,42.825,19.0,J. Richardson,C. Martin,D. Robinson,O. Robinson,J. Jaquez Jr.
C. LeVert - D. Mitchell - J. Allen - M. Strus - D. Garland,CLE,12,42.786667,34.0,C. LeVert,D. Mitchell,J. Allen,M. Strus,D. Garland
B. Bogdanovic - J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride,NYK,11,42.76,-31.0,B. Bogdanovic,J. Hart,D. DiVincenzo,P. Achiuwa,M. McBride
J. Richardson - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,6,42.696667,-6.0,J. Richardson,B. Adebayo,D. Robinson,H. Highsmith,J. Jaquez Jr.
K. Anderson - K. Towns - S. Milton - N. Alexander-Walker - N. Reid,MIN,13,42.515,4.0,K. Anderson,K. Towns,S. Milton,N. Alexander-Walker,N. Reid
R. Jackson - J. Holiday - K. Caldwell-Pope - N. Jokic - M. Porter Jr.,DEN,4,42.49,36.0,R. Jackson,J. Holiday,K. Caldwell-Pope,N. Jokic,M. Porter Jr.
C. LeVert - D. Mitchell - J. Allen - D. Wade - I. Okoro,CLE,17,42.456667,-9.0,C. LeVert,D. Mitchell,J. Allen,D. Wade,I. Okoro
M. Brogdon - M. Thybulle - S. Henderson - J. Walker - D. Reath,POR,8,42.401667,23.0,M. Brogdon,M. Thybulle,S. Henderson,J. Walker,D. Reath
C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley,CLE,14,42.158333,21.0,C. LeVert,G. Niang,D. Mitchell,M. Strus,E. Mobley
R. Westbrook - J. Harden - K. Leonard - N. Powell - D. Theis,LAC,14,42.123333,7.0,R. Westbrook,J. Harden,K. Leonard,N. Powell,D. Theis
K. Irving - T. Hardaway Jr. - D. Powell - D. Jones Jr. - J. Green,DAL,6,42.018333,4.0,K. Irving,T. Hardaway Jr.,D. Powell,D. Jones Jr.,J. Green
D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - A. Jackson Jr.,MIL,12,41.916667,-2.0,D. Lillard,G. Antetokounmpo,B. Portis,P. Connaughton,A. Jackson Jr.
K. Lowry - J. Butler - B. Adebayo - H. Highsmith - T. Herro,MIA,5,41.838333,11.0,K. Lowry,J. Butler,B. Adebayo,H. Highsmith,T. Herro
S. Gilgeous-Alexander - I. Joe - A. Wiggins - J. Williams - C. Wallace,OKC,14,41.75,4.0,S. Gilgeous-Alexander,I. Joe,A. Wiggins,J. Williams,C. Wallace
A. Burks - B. Bogdanovic - J. Hart - P. Achiuwa - M. McBride,NYK,11,41.668333,-33.0,A. Burks,B. Bogdanovic,J. Hart,P. Achiuwa,M. McBride
K. Irving - T. Hardaway Jr. - M. Kleber - P. Washington - L. Doncic,DAL,15,41.631667,18.0,K. Irving,T. Hardaway Jr.,M. Kleber,P. Washington,L. Doncic
V. Micic - M. Bridges - G. Williams - N. Richards - B. Miller,CHA,4,41.483333,-33.0,V. Micic,M. Bridges,G. Williams,N. Richards,B. Miller
T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,9,41.418333,3.0,T. Rozier,B. Adebayo,D. Robinson,H. Highsmith,J. Jaquez Jr.
D. Ayton - D. Banton - S. Henderson - J. Walker - K. Murray,POR,7,41.346667,-13.0,D. Ayton,D. Banton,S. Henderson,J. Walker,K. Murray
B. Bogdanovic - I. Livers - C. Cunningham - J. Ivey - J. Duren,DET,8,41.171667,-14.0,B. Bogdanovic,I. Livers,C. Cunningham,J. Ivey,J. Duren
J. Randle - O. Anunoby - I. Hartenstein - J. Hart - J. Brunson,NYK,8,41.05,55.0,J. Randle,O. Anunoby,I. Hartenstein,J. Hart,J. Brunson
O. Anunoby - J. Hart - Q. Grimes - P. Achiuwa - M. McBride,NYK,9,40.983333,19.0,O. Anunoby,J. Hart,Q. Grimes,P. Achiuwa,M. McBride
W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero - C. Houstan,ORL,5,40.966667,15.0,W. Carter Jr.,F. Wagner,J. Suggs,P. Banchero,C. Houstan
J. Collins - O. Yurtseven - O. Agbaji - S. Fontecchio - K. George,UTA,3,40.85,-42.0,J. Collins,O. Yurtseven,O. Agbaji,S. Fontecchio,K. George
J. Valanciunas - C. McCollum - M. Ryan - H. Jones - J. Hawkins,NOP,7,40.833333,-4.0,J. Valanciunas,C. McCollum,M. Ryan,H. Jones,J. Hawkins
O. Anunoby - J. Hart - J. Brunson - Q. Grimes - P. Achiuwa,NYK,9,40.816667,32.0,O. Anunoby,J. Hart,J. Brunson,Q. Grimes,P. Achiuwa
J. Hart - J. Brunson - D. DiVincenzo - M. Robinson - M. McBride,NYK,7,40.768333,18.0,J. Hart,J. Brunson,D. DiVincenzo,M. Robinson,M. McBride
J. Clarkson - J. Collins - W. Kessler - S. Fontecchio - K. George,UTA,4,40.571667,-19.0,J. Clarkson,J. Collins,W. Kessler,S. Fontecchio,K. George
S. Gilgeous-Alexander - L. Dort - I. Joe - J. Giddey - C. Holmgren,OKC,24,40.425,46.0,S. Gilgeous-Alexander,L. Dort,I. Joe,J. Giddey,C. Holmgren
J. Green - A. Holiday - J. Green - J. Tate - T. Eason,HOU,13,40.403333,-2.0,J. Green,A. Holiday,J. Green,J. Tate,T. Eason
A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,13,40.285,-32.0,A. Davis,D. Russell,C. Wood,T. Prince,A. Reaves
J. Harden - K. Leonard - I. Zubac - A. Coffey - T. Mann,LAC,8,40.17,-26.0,J. Harden,K. Leonard,I. Zubac,A. Coffey,T. Mann
M. Bridges - C. Martin - P. Washington - N. Richards - B. Miller,CHA,5,40.156667,-20.0,M. Bridges,C. Martin,P. Washington,N. Richards,B. Miller
J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride - J. Sims,NYK,6,40.05,14.0,J. Hart,D. DiVincenzo,P. Achiuwa,M. McBride,J. Sims
N. Batum - T. Harris - D. Melton - T. Maxey - P. Reed,PHI,7,39.883333,15.0,N. Batum,T. Harris,D. Melton,T. Maxey,P. Reed
D. Rose - B. Biyombo - J. Jackson Jr. - D. Bane - D. Roddy,MEM,5,39.783333,-13.0,D. Rose,B. Biyombo,J. Jackson Jr.,D. Bane,D. Roddy
B. Bogdanovic - I. Stewart - C. Cunningham - J. Ivey - J. Duren,DET,3,39.733333,24.0,B. Bogdanovic,I. Stewart,C. Cunningham,J. Ivey,J. Duren
B. Lopez - P. Beverley - K. Middleton - G. Antetokounmpo - M. Beasley,MIL,2,39.668333,-10.0,B. Lopez,P. Beverley,K. Middleton,G. Antetokounmpo,M. Beasley
P. Mills - J. Butler - T. Rozier - B. Adebayo - N. Jovic,MIA,3,39.633333,47.0,P. Mills,J. Butler,T. Rozier,B. Adebayo,N. Jovic
J. Ingles - G. Bitadze - J. Suggs - P. Banchero - A. Black,ORL,13,39.616667,31.0,J. Ingles,G. Bitadze,J. Suggs,P. Banchero,A. Black
N. Vucevic - Z. LaVine - T. Craig - C. White - P. Williams,CHI,10,39.573333,7.0,N. Vucevic,Z. LaVine,T. Craig,C. White,P. Williams
B. Lopez - P. Beverley - D. Lillard - B. Portis - P. Connaughton,MIL,11,39.475,-4.0,B. Lopez,P. Beverley,D. Lillard,B. Portis,P. Connaughton
R. Jackson - J. Holiday - A. Gordon - N. Jokic - M. Porter Jr.,DEN,6,39.441667,-12.0,R. Jackson,J. Holiday,A. Gordon,N. Jokic,M. Porter Jr.
D. McDermott - C. Osman - K. Johnson - T. Jones - V. Wembanyama,SAS,15,39.348333,-15.0,D. McDermott,C. Osman,K. Johnson,T. Jones,V. Wembanyama
K. Lowry - N. Batum - K. Oubre Jr. - M. Bamba - T. Maxey,PHI,4,39.335,11.0,K. Lowry,N. Batum,K. Oubre Jr.,M. Bamba,T. Maxey
K. Irving - D. Exum - M. Kleber - P. Washington - L. Doncic,DAL,12,39.241667,41.0,K. Irving,D. Exum,M. Kleber,P. Washington,L. Doncic
B. Bogdanovic - D. Murray - O. Okongwu - S. Bey - J. Johnson,ATL,18,39.218333,35.0,B. Bogdanovic,D. Murray,O. Okongwu,S. Bey,J. Johnson
N. Batum - T. Harris - C. Payne - B. Hield - P. Reed,PHI,8,39.12,0.0,N. Batum,T. Harris,C. Payne,B. Hield,P. Reed
L. James - S. Dinwiddie - D. Russell - T. Prince - J. Hayes,LAL,11,39.083333,16.0,L. James,S. Dinwiddie,D. Russell,T. Prince,J. Hayes
D. DeRozan - N. Vucevic - A. Drummond - A. Caruso - C. White,CHI,7,39.056667,18.0,D. DeRozan,N. Vucevic,A. Drummond,A. Caruso,C. White
P. Siakam - A. Nembhard - T. Haliburton - A. Nesmith - J. Smith,IND,13,38.901667,-4.0,P. Siakam,A. Nembhard,T. Haliburton,A. Nesmith,J. Smith
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,10,38.888333,-4.0,L. James,A. Davis,R. Hachimura,C. Reddish,A. Reaves
D. DeRozan - A. Drummond - A. Caruso - J. Carter - C. White,CHI,16,38.716667,10.0,D. DeRozan,A. Drummond,A. Caruso,J. Carter,C. White
A. Burks - B. Bogdanovic - C. Cunningham - J. Ivey - J. Duren,DET,8,38.69,-5.0,A. Burks,B. Bogdanovic,C. Cunningham,J. Ivey,J. Duren
K. Love - J. Butler - J. Richardson - D. Robinson - J. Jaquez Jr.,MIA,7,38.683333,21.0,K. Love,J. Butler,J. Richardson,D. Robinson,J. Jaquez Jr.
C. LeVert - D. Mitchell - M. Strus - D. Garland - E. Mobley,CLE,9,38.576667,23.0,C. LeVert,D. Mitchell,M. Strus,D. Garland,E. Mobley
T. Hardaway Jr. - D. Exum - D. Jones Jr. - L. Doncic - D. Lively II,DAL,6,38.531667,17.0,T. Hardaway Jr.,D. Exum,D. Jones Jr.,L. Doncic,D. Lively II
D. Schröder - D. Finney-Smith - M. Bridges - L. Walker IV - N. Claxton,BKN,8,38.511667,8.0,D. Schröder,D. Finney-Smith,M. Bridges,L. Walker IV,N. Claxton
D. Murray - T. Young - D. Hunter - O. Okongwu - S. Bey,ATL,11,38.308333,-35.0,D. Murray,T. Young,D. Hunter,O. Okongwu,S. Bey
T. Lyles - D. Sabonis - M. Monk - K. Murray - K. Ellis,SAC,14,38.22,-3.0,T. Lyles,D. Sabonis,M. Monk,K. Murray,K. Ellis
D. Murray - B. Fernando - D. Hunter - G. Mathews - S. Bey,ATL,8,37.95,-23.0,D. Murray,B. Fernando,D. Hunter,G. Mathews,S. Bey
M. Wagner - C. Anthony - F. Wagner - J. Suggs - P. Banchero,ORL,17,37.931667,-7.0,M. Wagner,C. Anthony,F. Wagner,J. Suggs,P. Banchero
R. Jackson - J. Holiday - Z. Nnaji - C. Braun - P. Watson,DEN,8,37.896667,-13.0,R. Jackson,J. Holiday,Z. Nnaji,C. Braun,P. Watson
D. Lillard - J. Crowder - G. Antetokounmpo - B. Portis - P. Connaughton,MIL,12,37.873333,-11.0,D. Lillard,J. Crowder,G. Antetokounmpo,B. Portis,P. Connaughton
K. Lowry - K. Love - J. Butler - B. Adebayo - T. Herro,MIA,2,37.828333,17.0,K. Lowry,K. Love,J. Butler,B. Adebayo,T. Herro
J. Valanciunas - C. McCollum - H. Jones - T. Murphy III - D. Daniels,NOP,5,37.825,-2.0,J. Valanciunas,C. McCollum,H. Jones,T. Murphy III,D. Daniels
M. Conley - R. Gobert - K. Anderson - K. Towns - A. Edwards,MIN,18,37.806667,24.0,M. Conley,R. Gobert,K. Anderson,K. Towns,A. Edwards
J. McGee - T. Lyles - D. Fox - M. Monk - A. Vezenkov,SAC,11,37.753333,5.0,J. McGee,T. Lyles,D. Fox,M. Monk,A. Vezenkov
J. Randle - J. Brunson - D. DiVincenzo - M. Robinson - R. Barrett,NYK,5,37.733333,0.0,J. Randle,J. Brunson,D. DiVincenzo,M. Robinson,R. Barrett
J. Valanciunas - B. Ingram - H. Jones - D. Daniels - J. Hawkins,NOP,9,37.733333,-7.0,J. Valanciunas,B. Ingram,H. Jones,D. Daniels,J. Hawkins
I. Hartenstein - J. Hart - R. Barrett - Q. Grimes - I. Quickley,NYK,7,37.715,8.0,I. Hartenstein,J. Hart,R. Barrett,Q. Grimes,I. Quickley
R. Westbrook - P. George - N. Powell - D. Theis - A. Coffey,LAC,12,37.671667,2.0,R. Westbrook,P. George,N. Powell,D. Theis,A. Coffey
A. Simons - M. Thybulle - S. Sharpe - T. Camara - D. Reath,POR,4,37.626667,-8.0,A. Simons,M. Thybulle,S. Sharpe,T. Camara,D. Reath
J. Porter - G. Trent Jr. - R. Barrett - I. Quickley - S. Barnes,TOR,5,37.585,-3.0,J. Porter,G. Trent Jr.,R. Barrett,I. Quickley,S. Barnes
B. Biyombo - J. Jackson Jr. - J. Morant - D. Bane - V. Williams Jr.,MEM,4,37.523333,14.0,B. Biyombo,J. Jackson Jr.,J. Morant,D. Bane,V. Williams Jr.
L. James - D. Russell - T. Prince - J. Hayes - M. Christie,LAL,9,37.516667,-25.0,L. James,D. Russell,T. Prince,J. Hayes,M. Christie
S. Curry - D. Green - A. Wiggins - K. Looney - M. Moody,GSW,8,37.516667,8.0,S. Curry,D. Green,A. Wiggins,K. Looney,M. Moody
I. Hartenstein - J. Hart - D. DiVincenzo - P. Achiuwa - M. McBride,NYK,5,37.506667,-11.0,I. Hartenstein,J. Hart,D. DiVincenzo,P. Achiuwa,M. McBride
G. Harris - J. Ingles - M. Wagner - C. Anthony - P. Banchero,ORL,17,37.465,-42.0,G. Harris,J. Ingles,M. Wagner,C. Anthony,P. Banchero
S. Gilgeous-Alexander - K. Williams - I. Joe - A. Wiggins - C. Wallace,OKC,15,37.386667,9.0,S. Gilgeous-Alexander,K. Williams,I. Joe,A. Wiggins,C. Wallace
J. Holiday - J. Tatum - N. Queta - P. Pritchard - S. Hauser,BOS,8,37.35,7.0,J. Holiday,J. Tatum,N. Queta,P. Pritchard,S. Hauser
T. Jones - K. Kuzma - D. Gafford - J. Poole - C. Kispert,WAS,12,37.348333,-5.0,T. Jones,K. Kuzma,D. Gafford,J. Poole,C. Kispert
G. Harris - M. Wagner - C. Anthony - F. Wagner - P. Banchero,ORL,19,37.336667,0.0,G. Harris,M. Wagner,C. Anthony,F. Wagner,P. Banchero
K. Durant - B. Beal - J. Nurkic - D. Booker - R. O'Neale,PHX,4,37.328333,-7.0,K. Durant,B. Beal,J. Nurkic,D. Booker,R. O'Neale
P. Beverley - M. Morris Sr. - T. Harris - T. Maxey - P. Reed,PHI,8,37.316667,13.0,P. Beverley,M. Morris Sr.,T. Harris,T. Maxey,P. Reed
T. Thompson - C. LeVert - G. Niang - M. Strus - S. Merrill,CLE,7,37.3,-1.0,T. Thompson,C. LeVert,G. Niang,M. Strus,S. Merrill
C. Osman - Z. Collins - K. Johnson - D. Vassell - B. Wesley,SAS,14,37.173333,-10.0,C. Osman,Z. Collins,K. Johnson,D. Vassell,B. Wesley
C. Osman - K. Johnson - T. Jones - M. Branham - V. Wembanyama,SAS,15,37.166667,1.0,C. Osman,K. Johnson,T. Jones,M. Branham,V. Wembanyama
C. Sexton - O. Yurtseven - T. Hendricks - K. George - B. Sensabaugh,UTA,5,37.05,-28.0,C. Sexton,O. Yurtseven,T. Hendricks,K. George,B. Sensabaugh
T. McConnell - O. Toppin - J. Smith - B. Mathurin - B. Sheppard,IND,8,36.973333,7.0,T. McConnell,O. Toppin,J. Smith,B. Mathurin,B. Sheppard
J. Valanciunas - B. Ingram - N. Marshall - T. Murphy III - J. Alvarado,NOP,18,36.966667,-7.0,J. Valanciunas,B. Ingram,N. Marshall,T. Murphy III,J. Alvarado
T. Hardaway Jr. - D. Jones Jr. - L. Doncic - G. Williams - D. Lively II,DAL,16,36.951667,1.0,T. Hardaway Jr.,D. Jones Jr.,L. Doncic,G. Williams,D. Lively II
B. Simmons - D. Finney-Smith - M. Bridges - N. Claxton - C. Thomas,BKN,5,36.916667,-19.0,B. Simmons,D. Finney-Smith,M. Bridges,N. Claxton,C. Thomas
K. Durant - B. Beal - J. Nurkic - G. Allen - K. Bates-Diop,PHX,5,36.738333,17.0,K. Durant,B. Beal,J. Nurkic,G. Allen,K. Bates-Diop
W. Carter Jr. - C. Anthony - F. Wagner - J. Suggs - P. Banchero,ORL,10,36.698333,-6.0,W. Carter Jr.,C. Anthony,F. Wagner,J. Suggs,P. Banchero
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,13,36.618333,9.0,L. James,A. Davis,T. Prince,A. Reaves,M. Christie
K. Irving - T. Hardaway Jr. - M. Kleber - L. Doncic - J. Green,DAL,9,36.573333,10.0,K. Irving,T. Hardaway Jr.,M. Kleber,L. Doncic,J. Green
I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - I. Quickley,NYK,15,36.398333,-6.0,I. Hartenstein,J. Hart,J. Brunson,D. DiVincenzo,I. Quickley
T. Hardaway Jr. - D. Exum - D. Jones Jr. - L. Doncic - G. Williams,DAL,7,36.181667,5.0,T. Hardaway Jr.,D. Exum,D. Jones Jr.,L. Doncic,G. Williams
T. Jones - K. Kuzma - D. Gafford - D. Avdija - B. Coulibaly,WAS,13,36.171667,-19.0,T. Jones,K. Kuzma,D. Gafford,D. Avdija,B. Coulibaly
G. Bitadze - C. Anthony - F. Wagner - J. Suggs - P. Banchero,ORL,13,36.158333,3.0,G. Bitadze,C. Anthony,F. Wagner,J. Suggs,P. Banchero
M. Turner - A. Nembhard - O. Toppin - T. Haliburton - A. Nesmith,IND,12,36.051667,9.0,M. Turner,A. Nembhard,O. Toppin,T. Haliburton,A. Nesmith
A. Burks - B. Bogdanovic - J. Hart - M. McBride - J. Sims,NYK,8,35.96,-17.0,A. Burks,B. Bogdanovic,J. Hart,M. McBride,J. Sims
P. Tucker - R. Westbrook - P. George - N. Powell - D. Theis,LAC,6,35.856667,25.0,P. Tucker,R. Westbrook,P. George,N. Powell,D. Theis
B. Bogdanovic - D. Murray - D. Hunter - S. Bey - J. Johnson,ATL,6,35.851667,12.0,B. Bogdanovic,D. Murray,D. Hunter,S. Bey,J. Johnson
C. Capela - D. Murray - T. Young - G. Mathews - S. Bey,ATL,4,35.7,-11.0,C. Capela,D. Murray,T. Young,G. Mathews,S. Bey
M. Conley - K. Anderson - N. Reid - A. Edwards - J. McDaniels,MIN,13,35.483333,-26.0,M. Conley,K. Anderson,N. Reid,A. Edwards,J. McDaniels
I. Smith - M. Bridges - P. Washington - N. Richards - B. Miller,CHA,11,35.481667,2.0,I. Smith,M. Bridges,P. Washington,N. Richards,B. Miller
C. Paul - A. Wiggins - D. Šarić - M. Moody - B. Podziemski,GSW,7,35.453333,6.0,C. Paul,A. Wiggins,D. Šarić,M. Moody,B. Podziemski
K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr. - C. Braun,DEN,4,35.433333,29.0,K. Caldwell-Pope,N. Jokic,J. Murray,M. Porter Jr.,C. Braun
J. Randle - O. Anunoby - I. Hartenstein - D. DiVincenzo - M. McBride,NYK,2,35.316667,6.0,J. Randle,O. Anunoby,I. Hartenstein,D. DiVincenzo,M. McBride
K. Durant - E. Gordon - B. Beal - D. Eubanks - B. Bol,PHX,9,35.216667,14.0,K. Durant,E. Gordon,B. Beal,D. Eubanks,B. Bol
J. Valanciunas - B. Ingram - Z. Williamson - H. Jones - T. Murphy III,NOP,4,35.156667,26.0,J. Valanciunas,B. Ingram,Z. Williamson,H. Jones,T. Murphy III
M. Turner - B. Brown - T. Haliburton - A. Nesmith - J. Smith,IND,4,35.151667,28.0,M. Turner,B. Brown,T. Haliburton,A. Nesmith,J. Smith
J. Harden - P. George - K. Leonard - N. Powell - A. Coffey,LAC,8,35.128333,12.0,J. Harden,P. George,K. Leonard,N. Powell,A. Coffey
C. Osman - T. Jones - J. Champagnie - M. Branham - V. Wembanyama,SAS,5,35.116667,-1.0,C. Osman,T. Jones,J. Champagnie,M. Branham,V. Wembanyama
D. McDermott - D. Vassell - T. Jones - J. Sochan - V. Wembanyama,SAS,14,35.113333,5.0,D. McDermott,D. Vassell,T. Jones,J. Sochan,V. Wembanyama
M. Turner - A. Nembhard - T. Haliburton - A. Nesmith - J. Smith,IND,5,35.033333,-7.0,M. Turner,A. Nembhard,T. Haliburton,A. Nesmith,J. Smith
J. Green - F. VanVleet - D. Brooks - J. Smith Jr. - T. Eason,HOU,9,35.011667,-10.0,J. Green,F. VanVleet,D. Brooks,J. Smith Jr.,T. Eason
J. Jackson Jr. - J. Konchar - S. Aldama - S. Pippen Jr. - V. Williams Jr.,MEM,4,34.966667,2.0,J. Jackson Jr.,J. Konchar,S. Aldama,S. Pippen Jr.,V. Williams Jr.
M. Turner - P. Siakam - A. Nembhard - T. Haliburton - B. Sheppard,IND,10,34.8,-19.0,M. Turner,P. Siakam,A. Nembhard,T. Haliburton,B. Sheppard
J. Ingles - M. Fultz - J. Isaac - W. Carter Jr. - C. Anthony,ORL,5,34.795,29.0,J. Ingles,M. Fultz,J. Isaac,W. Carter Jr.,C. Anthony
E. Gordon - B. Beal - D. Booker - R. O'Neale - D. Eubanks,PHX,10,34.773333,0.0,E. Gordon,B. Beal,D. Booker,R. O'Neale,D. Eubanks
B. Bogdanovic - I. Stewart - C. Cunningham - J. Ivey - A. Thompson,DET,4,34.7,-4.0,B. Bogdanovic,I. Stewart,C. Cunningham,J. Ivey,A. Thompson
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,16,34.655,-6.0,S. Gilgeous-Alexander,L. Dort,C. Holmgren,J. Williams,C. Wallace
K. Irving - M. Kleber - P. Washington - L. Doncic - J. Green,DAL,9,34.638333,2.0,K. Irving,M. Kleber,P. Washington,L. Doncic,J. Green
B. Lopez - J. Crowder - G. Antetokounmpo - P. Connaughton - M. Beasley,MIL,4,34.623333,-2.0,B. Lopez,J. Crowder,G. Antetokounmpo,P. Connaughton,M. Beasley
T. Lyles - D. Sabonis - M. Monk - K. Huerter - D. Mitchell,SAC,12,34.551667,23.0,T. Lyles,D. Sabonis,M. Monk,K. Huerter,D. Mitchell
M. Bridges - C. Martin - N. Richards - B. McGowens - B. Miller,CHA,4,34.545,-22.0,M. Bridges,C. Martin,N. Richards,B. McGowens,B. Miller
F. VanVleet - D. Brooks - A. Holiday - J. Tate - A. Sengun,HOU,15,34.483333,8.0,F. VanVleet,D. Brooks,A. Holiday,J. Tate,A. Sengun
J. Randle - O. Anunoby - J. Brunson - D. DiVincenzo - J. Sims,NYK,2,34.466667,19.0,J. Randle,O. Anunoby,J. Brunson,D. DiVincenzo,J. Sims
T. Lyles - D. Sabonis - D. Fox - M. Monk - K. Murray,SAC,13,34.466667,-7.0,T. Lyles,D. Sabonis,D. Fox,M. Monk,K. Murray
A. Horford - J. Brown - J. Tatum - D. White - P. Pritchard,BOS,10,34.456667,4.0,A. Horford,J. Brown,J. Tatum,D. White,P. Pritchard
D. Brooks - A. Holiday - J. Green - A. Sengun - J. Smith Jr.,HOU,11,34.336667,-13.0,D. Brooks,A. Holiday,J. Green,A. Sengun,J. Smith Jr.
K. Irving - D. Exum - P. Washington - L. Doncic - D. Gafford,DAL,11,34.225,-9.0,K. Irving,D. Exum,P. Washington,L. Doncic,D. Gafford
J. Grant - A. Simons - D. Ayton - M. Thybulle - S. Henderson,POR,9,34.083333,8.0,J. Grant,A. Simons,D. Ayton,M. Thybulle,S. Henderson
B. Lopez - K. Middleton - C. Payne - B. Portis - M. Beasley,MIL,16,34.071667,-3.0,B. Lopez,K. Middleton,C. Payne,B. Portis,M. Beasley
C. McCollum - B. Ingram - Z. Williamson - H. Jones - T. Murphy III,NOP,15,34.056667,-13.0,C. McCollum,B. Ingram,Z. Williamson,H. Jones,T. Murphy III
J. Brown - D. White - L. Kornet - P. Pritchard - S. Hauser,BOS,12,34.055,13.0,J. Brown,D. White,L. Kornet,P. Pritchard,S. Hauser
J. Crowder - G. Antetokounmpo - B. Portis - P. Connaughton - A. Green,MIL,6,33.926667,1.0,J. Crowder,G. Antetokounmpo,B. Portis,P. Connaughton,A. Green
